candidate_id,job_id,role,location,source,stage,stage_entered_at,diversity_flag
1315,1016,SWE II,Seattle,Career Site,Hiring Manager,2024-08-11,0
1315,1016,SWE II,Seattle,Career Site,Onsite,2024-08-04,0
1315,1016,SWE II,Seattle,Career Site,Offer,2024-07-30,0
1316,1016,Designer,Remote,Agency,Applied,2024-05-16,0
1316,1016,Designer,Remote,Agency,Phone Screen,2024-05-20,1
1316,1016,Designer,Remote,Agency,Hiring Manager,2024-05-20,1
1316,1016,Designer,Remote,Agency,Onsite,2024-06-09,0
1316,1016,Designer,Remote,Agency,Offer,2024-06-13,0
1317,1016,Designer,Austin,Agency,Applied,2024-06-29,1
1317,1016,Designer,Austin,Agency,Phone Screen,2024-07-03,1
1318,1016,Data Analyst,Menlo Park,LinkedIn,Applied,2024-04-23,0
1318,1016,Data Analyst,Menlo Park,LinkedIn,Phone Screen,2024-05-02,0
1319,1016,Data Analyst,Seattle,Referral,Applied,2024-07-24,1
1319,1016,Data Analyst,Seattle,Referral,Phone Screen,2024-08-03,0
1319,1016,Data Analyst,Seattle,Referral,Hiring Manager,2024-08-05,1
1319,1016,Data Analyst,Seattle,Referral,Onsite,2024-08-23,0
1319,1016,Data Analyst,Seattle,Referral,Offer,2024-08-21,1
1319,1016,Data Analyst,Seattle,Referral,Hired,2024-07-29,1
1320,1016,SWE I,Menlo Park,LinkedIn,Applied,2024-07-19,1
1321,1016,SWE I,Austin,Agency,Applied,2024-04-24,0
1321,1016,SWE I,Austin,Agency,Phone Screen,2024-04-27,1
1321,1016,SWE I,Austin,Agency,Hiring Manager,2024-04-28,1
1321,1016,SWE I,Austin,Agency,Onsite,2024-05-06,1
1322,1016,Designer,Seattle,Career Site,Applied,2024-05-09,0
1323,1016,SWE II,Austin,Agency,Applied,2024-06-02,1
1323,1016,SWE II,Austin,Agency,Phone Screen,2024-06-10,0
1323,1016,SWE II,Austin,Agency,Hiring Manager,2024-06-16,0
1324,1016,Data Analyst,Remote,LinkedIn,Applied,2024-06-25,0
1324,1016,Data Analyst,Remote,LinkedIn,Phone Screen,2024-06-26,0
1324,1016,Data Analyst,Remote,LinkedIn,Hiring Manager,2024-06-27,1
1325,1016,Data Analyst,Menlo Park,Career Site,Applied,2024-04-17,0
1326,1016,Data Analyst,Menlo Park,Campus,Applied,2024-06-22,0
1327,1016,Designer,Austin,Campus,Applied,2024-04-18,0
1327,1016,Designer,Austin,Campus,Phone Screen,2024-04-26,0
1327,1016,Designer,Austin,Campus,Hiring Manager,2024-05-08,0
1327,1016,Designer,Austin,Campus,Onsite,2024-05-03,0
1328,1016,SWE I,Menlo Park,Career Site,Applied,2024-05-23,1
1329,1016,SWE I,Seattle,LinkedIn,Applied,2024-05-18,0
1329,1016,SWE I,Seattle,LinkedIn,Phone Screen,2024-05-27,1
1329,1016,SWE I,Seattle,LinkedIn,Hiring Manager,2024-05-26,0
1329,1016,SWE I,Seattle,LinkedIn,Onsite,2024-06-08,0
1329,1016,SWE I,Seattle,LinkedIn,Offer,2024-06-23,1
1330,1016,SWE II,Menlo Park,Referral,Applied,2024-04-19,0
1331,1017,Designer,Menlo Park,Career Site,Applied,2024-07-08,0
1332,1017,Designer,New York,Agency,Applied,2024-03-20,1
1333,1017,Data Analyst,Menlo Park,Referral,Applied,2024-05-07,0
1333,1017,Data Analyst,Menlo Park,Referral,Phone Screen,2024-05-16,0
1333,1017,Data Analyst,Menlo Park,Referral,Hiring Manager,2024-05-27,0
1334,1017,Data Analyst,New York,Referral,Applied,2024-06-09,0
1334,1017,Data Analyst,New York,Referral,Phone Screen,2024-06-18,1
1335,1017,PM,Menlo Park,LinkedIn,Applied,2024-07-08,0
1335,1017,PM,Menlo Park,LinkedIn,Phone Screen,2024-07-14,0
1336,1017,SWE I,Austin,Campus,Applied,2024-05-24,0
1336,1017,SWE I,Austin,Campus,Phone Screen,2024-05-31,1
1336,1017,SWE I,Austin,Campus,Hiring Manager,2024-06-01,0
1336,1017,SWE I,Austin,Campus,Onsite,2024-05-27,0
1336,1017,SWE I,Austin,Campus,Offer,2024-06-29,1
1337,1017,SWE II,Menlo Park,LinkedIn,Applied,2024-05-12,1
1337,1017,SWE II,Menlo Park,LinkedIn,Phone Screen,2024-05-14,1
1337,1017,SWE II,Menlo Park,LinkedIn,Hiring Manager,2024-05-26,1
1337,1017,SWE II,Menlo Park,LinkedIn,Onsite,2024-06-02,1
1338,1017,SWE II,Seattle,LinkedIn,Applied,2024-06-23,1
1339,1017,Designer,Austin,Referral,Applied,2024-06-18,1
1340,1017,PM,New York,Agency,Applied,2024-04-09,0
1341,1017,Data Analyst,Austin,Agency,Applied,2024-03-19,1
1342,1017,Designer,Menlo Park,Referral,Applied,2024-04-07,0
1343,1017,SWE I,New York,Agency,Applied,2024-04-17,0
1343,1017,SWE I,New York,Agency,Phone Screen,2024-04-25,1
1343,1017,SWE I,New York,Agency,Hiring Manager,2024-05-01,0
1343,1017,SWE I,New York,Agency,Onsite,2024-04-23,0
1344,1017,Data Analyst,New York,LinkedIn,Applied,2024-03-25,0
1344,1017,Data Analyst,New York,LinkedIn,Phone Screen,2024-03-31,1
1344,1017,Data Analyst,New York,LinkedIn,Hiring Manager,2024-03-31,0
1345,1017,Data Analyst,New York,Agency,Applied,2024-06-24,0
1346,1017,Designer,Remote,Referral,Applied,2024-06-25,1
1347,1017,PM,Austin,Referral,Applied,2024-06-11,1
1347,1017,PM,Austin,Referral,Phone Screen,2024-06-13,1
1348,1017,SWE II,Remote,Referral,Applied,2024-03-24,1
1349,1017,Designer,Seattle,Campus,Applied,2024-03-28,1
1350,1017,Designer,Seattle,Agency,Applied,2024-06-14,0
1351,1017,Designer,Seattle,Agency,Applied,2024-05-29,1
1351,1017,Designer,Seattle,Agency,Phone Screen,2024-06-07,1
1352,1017,Designer,Menlo Park,Referral,Applied,2024-06-13,0
1353,1017,SWE II,Seattle,LinkedIn,Applied,2024-06-15,0
1353,1017,SWE II,Seattle,LinkedIn,Phone Screen,2024-06-24,0
1354,1017,Data Analyst,Remote,Career Site,Applied,2024-07-09,0
1354,1017,Data Analyst,Remote,Career Site,Phone Screen,2024-07-16,1
1355,1017,SWE II,Austin,Campus,Applied,2024-04-17,1
1356,1017,Data Analyst,Menlo Park,LinkedIn,Applied,2024-04-23,0
1357,1017,Data Analyst,Remote,Career Site,Applied,2024-04-24,1
1357,1017,Data Analyst,Remote,Career Site,Phone Screen,2024-04-26,0
1358,1017,SWE I,Remote,Referral,Applied,2024-03-21,0
1358,1017,SWE I,Remote,Referral,Phone Screen,2024-03-26,0
1358,1017,SWE I,Remote,Referral,Hiring Manager,2024-03-23,1
1358,1017,SWE I,Remote,Referral,Onsite,2024-04-11,1
1358,1017,SWE I,Remote,Referral,Offer,2024-04-06,1
1358,1017,SWE I,Remote,Referral,Hired,2024-05-10,0
1359,1017,SWE I,Menlo Park,Career Site,Applied,2024-03-28,1
1359,1017,SWE I,Menlo Park,Career Site,Phone Screen,2024-03-31,1
1360,1017,PM,Menlo Park,LinkedIn,Applied,2024-05-31,0
1361,1017,SWE I,New York,LinkedIn,Applied,2024-04-01,1
1361,1017,SWE I,New York,LinkedIn,Phone Screen,2024-04-11,1
1361,1017,SWE I,New York,LinkedIn,Hiring Manager,2024-04-11,1
1362,1017,Data Analyst,Seattle,Referral,Applied,2024-04-23,1
1362,1017,Data Analyst,Seattle,Referral,Phone Screen,2024-04-30,1
1362,1017,Data Analyst,Seattle,Referral,Hiring Manager,2024-05-11,0
1363,1017,PM,Austin,Career Site,Applied,2024-07-07,0
1363,1017,PM,Austin,Career Site,Phone Screen,2024-07-11,0
1364,1017,Data Analyst,Austin,Career Site,Applied,2024-04-04,1
1364,1017,Data Analyst,Austin,Career Site,Phone Screen,2024-04-11,1
1364,1017,Data Analyst,Austin,Career Site,Hiring Manager,2024-04-20,1
1364,1017,Data Analyst,Austin,Career Site,Onsite,2024-04-19,1
1364,1017,Data Analyst,Austin,Career Site,Offer,2024-05-06,0
1365,1017,Data Analyst,Seattle,Career Site,Applied,2024-05-07,0
1366,1017,SWE I,Austin,Campus,Applied,2024-05-25,1
1366,1017,SWE I,Austin,Campus,Phone Screen,2024-06-04,0
1366,1017,SWE I,Austin,Campus,Hiring Manager,2024-05-27,1
1366,1017,SWE I,Austin,Campus,Onsite,2024-06-15,0
1366,1017,SWE I,Austin,Campus,Offer,2024-06-22,1
1367,1017,Designer,Austin,Agency,Applied,2024-05-23,1
1367,1017,Designer,Austin,Agency,Phone Screen,2024-06-02,0
1367,1017,Designer,Austin,Agency,Hiring Manager,2024-06-12,1
1368,1017,SWE I,Seattle,LinkedIn,Applied,2024-05-28,1
1368,1017,SWE I,Seattle,LinkedIn,Phone Screen,2024-06-01,1
1368,1017,SWE I,Seattle,LinkedIn,Hiring Manager,2024-06-05,0
1369,1017,Designer,Remote,Referral,Applied,2024-05-23,0
1369,1017,Designer,Remote,Referral,Phone Screen,2024-06-01,0
1369,1017,Designer,Remote,Referral,Hiring Manager,2024-05-25,1
1369,1017,Designer,Remote,Referral,Onsite,2024-06-16,0
1370,1017,SWE II,Austin,Referral,Applied,2024-06-09,1
1371,1017,PM,New York,Campus,Applied,2024-06-23,1
1372,1017,Data Analyst,Austin,Referral,Applied,2024-06-18,0
1373,1017,PM,Menlo Park,Agency,Applied,2024-06-23,1
1373,1017,PM,Menlo Park,Agency,Phone Screen,2024-07-02,1
1374,1017,PM,Remote,Referral,Applied,2024-05-26,1
1374,1017,PM,Remote,Referral,Phone Screen,2024-05-27,1
1374,1017,PM,Remote,Referral,Hiring Manager,2024-05-30,1
1375,1017,PM,Seattle,LinkedIn,Applied,2024-03-17,0
1375,1017,PM,Seattle,LinkedIn,Phone Screen,2024-03-18,1
1375,1017,PM,Seattle,LinkedIn,Hiring Manager,2024-03-19,0
1375,1017,PM,Seattle,LinkedIn,Onsite,2024-04-16,0
1376,1017,Designer,Austin,LinkedIn,Applied,2024-05-29,0
1376,1017,Designer,Austin,LinkedIn,Phone Screen,2024-06-05,0
1377,1017,SWE II,Remote,Campus,Applied,2024-03-21,0
1378,1017,Data Analyst,Austin,Career Site,Applied,2024-06-11,1
1379,1017,PM,Seattle,Career Site,Applied,2024-05-29,0
1379,1017,PM,Seattle,Career Site,Phone Screen,2024-06-02,0
1380,1017,PM,Menlo Park,Referral,Applied,2024-05-21,0
1380,1017,PM,Menlo Park,Referral,Phone Screen,2024-05-23,0
1381,1017,Designer,Remote,Referral,Applied,2024-04-06,1
1382,1017,SWE II,New York,LinkedIn,Applied,2024-06-15,1
1382,1017,SWE II,New York,LinkedIn,Phone Screen,2024-06-23,1
1383,1017,Designer,Austin,LinkedIn,Applied,2024-06-13,1
1384,1017,SWE II,Remote,LinkedIn,Applied,2024-03-18,1
1384,1017,SWE II,Remote,LinkedIn,Phone Screen,2024-03-25,0
1385,1017,SWE II,Seattle,Agency,Applied,2024-07-09,0
1385,1017,SWE II,Seattle,Agency,Phone Screen,2024-07-13,1
1385,1017,SWE II,Seattle,Agency,Hiring Manager,2024-07-23,1
1386,1017,SWE II,Menlo Park,Agency,Applied,2024-03-17,1
1386,1017,SWE II,Menlo Park,Agency,Phone Screen,2024-03-27,0
1387,1017,Data Analyst,Austin,Career Site,Applied,2024-06-02,0
1388,1017,Designer,Menlo Park,Career Site,Applied,2024-06-22,1
1388,1017,Designer,Menlo Park,Career Site,Phone Screen,2024-06-23,0
1388,1017,Designer,Menlo Park,Career Site,Hiring Manager,2024-06-30,0
1388,1017,Designer,Menlo Park,Career Site,Onsite,2024-07-13,1
1389,1017,SWE II,Menlo Park,Career Site,Applied,2024-05-25,0
1389,1017,SWE II,Menlo Park,Career Site,Phone Screen,2024-06-01,1
1389,1017,SWE II,Menlo Park,Career Site,Hiring Manager,2024-06-10,0
1389,1017,SWE II,Menlo Park,Career Site,Onsite,2024-05-28,1
1390,1017,Data Analyst,Menlo Park,Agency,Applied,2024-04-11,0
1390,1017,Data Analyst,Menlo Park,Agency,Phone Screen,2024-04-12,1
1390,1017,Data Analyst,Menlo Park,Agency,Hiring Manager,2024-04-15,0
1390,1017,Data Analyst,Menlo Park,Agency,Onsite,2024-04-23,1
1391,1017,PM,New York,Agency,Applied,2024-03-20,1
1391,1017,PM,New York,Agency,Phone Screen,2024-03-21,0
1391,1017,PM,New York,Agency,Hiring Manager,2024-03-24,1
1391,1017,PM,New York,Agency,Onsite,2024-04-13,0
1392,1017,Data Analyst,Menlo Park,Agency,Applied,2024-04-20,0
1392,1017,Data Analyst,Menlo Park,Agency,Phone Screen,2024-04-22,0
1392,1017,Data Analyst,Menlo Park,Agency,Hiring Manager,2024-04-22,1
1392,1017,Data Analyst,Menlo Park,Agency,Onsite,2024-05-11,1
1393,1017,PM,New York,LinkedIn,Applied,2024-06-12,1
1393,1017,PM,New York,LinkedIn,Phone Screen,2024-06-19,1
1393,1017,PM,New York,LinkedIn,Hiring Manager,2024-06-16,1
1394,1017,Designer,Seattle,Referral,Applied,2024-07-03,0
1394,1017,Designer,Seattle,Referral,Phone Screen,2024-07-04,0
1395,1017,SWE II,Remote,Career Site,Applied,2024-03-19,0
1395,1017,SWE II,Remote,Career Site,Phone Screen,2024-03-25,0
1396,1017,SWE II,New York,Career Site,Applied,2024-06-06,0
1396,1017,SWE II,New York,Career Site,Phone Screen,2024-06-10,1
1396,1017,SWE II,New York,Career Site,Hiring Manager,2024-06-08,1
1396,1017,SWE II,New York,Career Site,Onsite,2024-06-24,0
1397,1017,PM,Menlo Park,Career Site,Applied,2024-06-25,0
1397,1017,PM,Menlo Park,Career Site,Phone Screen,2024-07-03,0
1398,1017,Data Analyst,Remote,Agency,Applied,2024-05-14,0
1398,1017,Data Analyst,Remote,Agency,Phone Screen,2024-05-22,1
1399,1017,Designer,Austin,Agency,Applied,2024-07-05,1
1399,1017,Designer,Austin,Agency,Phone Screen,2024-07-08,0
1400,1017,PM,Remote,Agency,Applied,2024-06-01,0
1400,1017,PM,Remote,Agency,Phone Screen,2024-06-06,1
1401,1017,Designer,Austin,Campus,Applied,2024-06-20,0
1401,1017,Designer,Austin,Campus,Phone Screen,2024-06-22,1
1401,1017,Designer,Austin,Campus,Hiring Manager,2024-06-26,1
1401,1017,Designer,Austin,Campus,Onsite,2024-07-20,1
1402,1017,Data Analyst,Menlo Park,LinkedIn,Applied,2024-03-18,0
1402,1017,Data Analyst,Menlo Park,LinkedIn,Phone Screen,2024-03-22,1
1402,1017,Data Analyst,Menlo Park,LinkedIn,Hiring Manager,2024-03-22,0
1403,1017,SWE I,Menlo Park,LinkedIn,Applied,2024-04-08,0
1403,1017,SWE I,Menlo Park,LinkedIn,Phone Screen,2024-04-16,0
1403,1017,SWE I,Menlo Park,LinkedIn,Hiring Manager,2024-04-28,0
1403,1017,SWE I,Menlo Park,LinkedIn,Onsite,2024-05-02,1
1404,1017,SWE II,Seattle,Career Site,Applied,2024-05-03,0
1404,1017,SWE II,Seattle,Career Site,Phone Screen,2024-05-12,0
1404,1017,SWE II,Seattle,Career Site,Hiring Manager,2024-05-23,0
1405,1017,Designer,Menlo Park,Campus,Applied,2024-03-28,1
1406,1017,Designer,Seattle,Referral,Applied,2024-06-29,1
1406,1017,Designer,Seattle,Referral,Phone Screen,2024-07-08,1
1406,1017,Designer,Seattle,Referral,Hiring Manager,2024-07-05,0
1407,1017,PM,New York,Referral,Applied,2024-07-13,0
1407,1017,PM,New York,Referral,Phone Screen,2024-07-19,1
1407,1017,PM,New York,Referral,Hiring Manager,2024-07-19,0
1408,1017,Designer,Remote,Referral,Applied,2024-05-04,0
1409,1017,Data Analyst,New York,Agency,Applied,2024-03-22,1
1409,1017,Data Analyst,New York,Agency,Phone Screen,2024-03-28,1
1409,1017,Data Analyst,New York,Agency,Hiring Manager,2024-04-09,0
1409,1017,Data Analyst,New York,Agency,Onsite,2024-04-03,0
1410,1017,PM,Remote,Career Site,Applied,2024-03-23,1
1410,1017,PM,Remote,Career Site,Phone Screen,2024-04-01,0
1411,1017,PM,Remote,Agency,Applied,2024-07-12,1
1411,1017,PM,Remote,Agency,Phone Screen,2024-07-13,1
1412,1017,Data Analyst,Austin,Career Site,Applied,2024-04-11,0
1412,1017,Data Analyst,Austin,Career Site,Phone Screen,2024-04-17,1
1412,1017,Data Analyst,Austin,Career Site,Hiring Manager,2024-04-17,1
1413,1017,PM,Austin,LinkedIn,Applied,2024-04-08,0
1414,1017,PM,New York,Campus,Applied,2024-05-10,1
1415,1017,SWE I,Remote,Campus,Applied,2024-04-15,0
1415,1017,SWE I,Remote,Campus,Phone Screen,2024-04-18,0
1416,1017,SWE II,Seattle,Campus,Applied,2024-05-26,1
1417,1017,Data Analyst,Seattle,Referral,Applied,2024-05-27,0
1418,1017,SWE II,New York,Campus,Applied,2024-05-16,0
1418,1017,SWE II,New York,Campus,Phone Screen,2024-05-18,0
1418,1017,SWE II,New York,Campus,Hiring Manager,2024-06-03,0
1419,1017,SWE II,Austin,Agency,Applied,2024-03-28,1
1419,1017,SWE II,Austin,Agency,Phone Screen,2024-03-31,0
1420,1017,SWE I,Remote,Campus,Applied,2024-04-16,0
1420,1017,SWE I,Remote,Campus,Phone Screen,2024-04-23,0
1420,1017,SWE I,Remote,Campus,Hiring Manager,2024-05-04,1
1420,1017,SWE I,Remote,Campus,Onsite,2024-04-25,0
1421,1017,SWE II,Remote,LinkedIn,Applied,2024-05-07,0
1421,1017,SWE II,Remote,LinkedIn,Phone Screen,2024-05-09,0
1422,1017,Designer,Seattle,Campus,Applied,2024-06-03,0
1422,1017,Designer,Seattle,Campus,Phone Screen,2024-06-07,0
1422,1017,Designer,Seattle,Campus,Hiring Manager,2024-06-11,1
1422,1017,Designer,Seattle,Campus,Onsite,2024-06-06,1
1422,1017,Designer,Seattle,Campus,Offer,2024-06-19,0
1422,1017,Designer,Seattle,Campus,Hired,2024-06-18,0
1423,1017,SWE I,Austin,Referral,Applied,2024-07-06,0
1424,1017,SWE I,Menlo Park,Career Site,Applied,2024-05-13,0
1425,1017,Designer,Remote,Career Site,Applied,2024-05-15,1
1425,1017,Designer,Remote,Career Site,Phone Screen,2024-05-24,1
1426,1017,PM,Seattle,Agency,Applied,2024-05-30,1
1426,1017,PM,Seattle,Agency,Phone Screen,2024-05-31,1
1426,1017,PM,Seattle,Agency,Hiring Manager,2024-06-15,1
1426,1017,PM,Seattle,Agency,Onsite,2024-06-26,1
1426,1017,PM,Seattle,Agency,Offer,2024-06-19,0
1426,1017,PM,Seattle,Agency,Hired,2024-06-14,0
1427,1017,PM,New York,Campus,Applied,2024-05-10,1
1427,1017,PM,New York,Campus,Phone Screen,2024-05-15,1
1427,1017,PM,New York,Campus,Hiring Manager,2024-05-18,1
1427,1017,PM,New York,Campus,Onsite,2024-05-22,0
1427,1017,PM,New York,Campus,Offer,2024-05-30,0
1427,1017,PM,New York,Campus,Hired,2024-05-20,1
1428,1017,SWE I,New York,Campus,Applied,2024-05-01,0
1429,1017,Designer,Remote,Referral,Applied,2024-05-15,0
1429,1017,Designer,Remote,Referral,Phone Screen,2024-05-23,1
1430,1017,Designer,Seattle,LinkedIn,Applied,2024-03-27,0
1430,1017,Designer,Seattle,LinkedIn,Phone Screen,2024-03-29,1
1431,1017,Data Analyst,Remote,Career Site,Applied,2024-06-15,1
1431,1017,Data Analyst,Remote,Career Site,Phone Screen,2024-06-16,0
1431,1017,Data Analyst,Remote,Career Site,Hiring Manager,2024-07-01,1
1432,1017,PM,Menlo Park,Agency,Applied,2024-06-12,0
1432,1017,PM,Menlo Park,Agency,Phone Screen,2024-06-20,1
1433,1017,SWE I,Seattle,Referral,Applied,2024-06-26,0
1433,1017,SWE I,Seattle,Referral,Phone Screen,2024-07-05,0
1433,1017,SWE I,Seattle,Referral,Hiring Manager,2024-07-14,1
1433,1017,SWE I,Seattle,Referral,Onsite,2024-07-23,0
1434,1017,SWE I,Menlo Park,Agency,Applied,2024-05-21,1
1434,1017,SWE I,Menlo Park,Agency,Phone Screen,2024-05-24,1
1435,1017,SWE II,Menlo Park,LinkedIn,Applied,2024-07-10,1
1436,1017,SWE I,Menlo Park,Campus,Applied,2024-07-11,0
1437,1017,PM,Seattle,Campus,Applied,2024-03-17,0
1437,1017,PM,Seattle,Campus,Phone Screen,2024-03-26,1
1438,1017,PM,Austin,Campus,Applied,2024-04-24,1
1438,1017,PM,Austin,Campus,Phone Screen,2024-04-26,1
1439,1017,SWE I,New York,Agency,Applied,2024-05-02,0
1440,1017,Designer,Remote,Agency,Applied,2024-07-02,0
1440,1017,Designer,Remote,Agency,Phone Screen,2024-07-08,0
1441,1017,Data Analyst,Seattle,Agency,Applied,2024-05-10,1
1441,1017,Data Analyst,Seattle,Agency,Phone Screen,2024-05-18,1
1441,1017,Data Analyst,Seattle,Agency,Hiring Manager,2024-05-12,0
1441,1017,Data Analyst,Seattle,Agency,Onsite,2024-05-16,0
1441,1017,Data Analyst,Seattle,Agency,Offer,2024-05-18,1
1441,1017,Data Analyst,Seattle,Agency,Hired,2024-06-14,0
1442,1017,SWE II,Austin,Agency,Applied,2024-03-19,1
1442,1017,SWE II,Austin,Agency,Phone Screen,2024-03-22,0
1443,1017,Designer,Seattle,Agency,Applied,2024-04-22,1
1443,1017,Designer,Seattle,Agency,Phone Screen,2024-04-25,0
1444,1017,SWE I,New York,Agency,Applied,2024-03-28,0
1445,1017,Data Analyst,Seattle,Agency,Applied,2024-05-06,1
1445,1017,Data Analyst,Seattle,Agency,Phone Screen,2024-05-12,1
1445,1017,Data Analyst,Seattle,Agency,Hiring Manager,2024-05-12,0
1446,1018,Data Analyst,Menlo Park,Referral,Applied,2024-09-04,1
1446,1018,Data Analyst,Menlo Park,Referral,Phone Screen,2024-09-05,1
1447,1018,SWE I,Menlo Park,Referral,Applied,2024-06-03,0
1447,1018,SWE I,Menlo Park,Referral,Phone Screen,2024-06-11,0
1447,1018,SWE I,Menlo Park,Referral,Hiring Manager,2024-06-13,1
1448,1018,Designer,New York,LinkedIn,Applied,2024-05-30,0
1448,1018,Designer,New York,LinkedIn,Phone Screen,2024-06-08,1
1449,1018,PM,Remote,Campus,Applied,2024-08-25,1
1449,1018,PM,Remote,Campus,Phone Screen,2024-08-27,0
1449,1018,PM,Remote,Campus,Hiring Manager,2024-08-27,0
1449,1018,PM,Remote,Campus,Onsite,2024-09-24,0
1449,1018,PM,Remote,Campus,Offer,2024-09-22,0
1449,1018,PM,Remote,Campus,Hired,2024-08-30,1
1450,1018,PM,New York,Agency,Applied,2024-07-24,0
1450,1018,PM,New York,Agency,Phone Screen,2024-07-29,0
1450,1018,PM,New York,Agency,Hiring Manager,2024-08-11,1
1450,1018,PM,New York,Agency,Onsite,2024-08-14,0
1451,1018,SWE I,Austin,Career Site,Applied,2024-08-31,1
1451,1018,SWE I,Austin,Career Site,Phone Screen,2024-09-09,0
1452,1018,Designer,Austin,Agency,Applied,2024-08-27,0
1452,1018,Designer,Austin,Agency,Phone Screen,2024-08-30,0
1453,1018,Designer,New York,LinkedIn,Applied,2024-07-28,0
1453,1018,Designer,New York,LinkedIn,Phone Screen,2024-07-29,0
1453,1018,Designer,New York,LinkedIn,Hiring Manager,2024-08-07,0
1454,1018,Data Analyst,Menlo Park,Career Site,Applied,2024-07-05,1
1455,1018,SWE II,Menlo Park,Campus,Applied,2024-08-15,0
1455,1018,SWE II,Menlo Park,Campus,Phone Screen,2024-08-17,1
1456,1018,SWE I,New York,Career Site,Applied,2024-08-25,1
1456,1018,SWE I,New York,Career Site,Phone Screen,2024-08-26,1
1457,1018,Designer,Remote,Career Site,Applied,2024-07-10,1
1457,1018,Designer,Remote,Career Site,Phone Screen,2024-07-16,0
1458,1018,Data Analyst,Seattle,LinkedIn,Applied,2024-06-06,1
1459,1018,Designer,Seattle,Campus,Applied,2024-07-01,0
1459,1018,Designer,Seattle,Campus,Phone Screen,2024-07-11,1
1460,1018,Designer,Austin,Career Site,Applied,2024-09-15,0
1460,1018,Designer,Austin,Career Site,Phone Screen,2024-09-18,1
1461,1018,Designer,New York,Career Site,Applied,2024-07-10,1
1461,1018,Designer,New York,Career Site,Phone Screen,2024-07-11,1
1461,1018,Designer,New York,Career Site,Hiring Manager,2024-07-16,1
1461,1018,Designer,New York,Career Site,Onsite,2024-07-25,0
1462,1018,SWE I,Remote,LinkedIn,Applied,2024-07-12,0
1462,1018,SWE I,Remote,LinkedIn,Phone Screen,2024-07-20,1
1462,1018,SWE I,Remote,LinkedIn,Hiring Manager,2024-07-14,0
1462,1018,SWE I,Remote,LinkedIn,Onsite,2024-08-08,1
1463,1018,PM,Seattle,LinkedIn,Applied,2024-08-22,0
1464,1018,SWE I,New York,LinkedIn,Applied,2024-07-17,1
1464,1018,SWE I,New York,LinkedIn,Phone Screen,2024-07-24,0
1465,1018,Designer,Menlo Park,LinkedIn,Applied,2024-06-24,0
1466,1018,SWE II,Remote,Career Site,Applied,2024-06-10,1
1467,1018,SWE II,New York,Campus,Applied,2024-09-22,0
1468,1018,SWE I,Remote,Agency,Applied,2024-06-16,1
1468,1018,SWE I,Remote,Agency,Phone Screen,2024-06-25,0
1468,1018,SWE I,Remote,Agency,Hiring Manager,2024-06-22,0
1469,1018,PM,Menlo Park,Career Site,Applied,2024-07-03,0
1470,1018,SWE II,Remote,LinkedIn,Applied,2024-06-18,0
1470,1018,SWE II,Remote,LinkedIn,Phone Screen,2024-06-24,1
1470,1018,SWE II,Remote,LinkedIn,Hiring Manager,2024-06-28,0
1470,1018,SWE II,Remote,LinkedIn,Onsite,2024-06-24,0
1470,1018,SWE II,Remote,LinkedIn,Offer,2024-06-30,1
1471,1018,SWE I,Menlo Park,LinkedIn,Applied,2024-08-30,0
1472,1018,SWE I,Menlo Park,Campus,Applied,2024-08-05,0
1472,1018,SWE I,Menlo Park,Campus,Phone Screen,2024-08-09,0
1472,1018,SWE I,Menlo Park,Campus,Hiring Manager,2024-08-17,0
1473,1018,PM,New York,Career Site,Applied,2024-06-02,1
1473,1018,PM,New York,Career Site,Phone Screen,2024-06-11,1
1473,1018,PM,New York,Career Site,Hiring Manager,2024-06-16,0
1474,1018,PM,Remote,Referral,Applied,2024-06-25,1
1474,1018,PM,Remote,Referral,Phone Screen,2024-07-02,1
1474,1018,PM,Remote,Referral,Hiring Manager,2024-07-15,1
1475,1018,SWE I,Remote,LinkedIn,Applied,2024-07-14,0
1475,1018,SWE I,Remote,LinkedIn,Phone Screen,2024-07-18,0
1476,1018,Designer,Remote,LinkedIn,Applied,2024-08-03,0
1476,1018,Designer,Remote,LinkedIn,Phone Screen,2024-08-04,1
1476,1018,Designer,Remote,LinkedIn,Hiring Manager,2024-08-15,0
1476,1018,Designer,Remote,LinkedIn,Onsite,2024-08-18,1
1477,1018,PM,Remote,Referral,Applied,2024-09-18,1
1477,1018,PM,Remote,Referral,Phone Screen,2024-09-19,1
1478,1018,Designer,Menlo Park,Referral,Applied,2024-09-25,1
1478,1018,Designer,Menlo Park,Referral,Phone Screen,2024-09-30,0
1478,1018,Designer,Menlo Park,Referral,Hiring Manager,2024-09-27,1
1479,1018,Data Analyst,New York,Career Site,Applied,2024-09-27,0
1480,1018,PM,Remote,Career Site,Applied,2024-07-02,0
1480,1018,PM,Remote,Career Site,Phone Screen,2024-07-11,1
1481,1018,SWE II,Remote,Referral,Applied,2024-08-12,0
1481,1018,SWE II,Remote,Referral,Phone Screen,2024-08-17,1
1481,1018,SWE II,Remote,Referral,Hiring Manager,2024-08-30,1
1481,1018,SWE II,Remote,Referral,Onsite,2024-08-30,1
1482,1018,SWE I,Austin,Career Site,Applied,2024-09-27,0
1482,1018,SWE I,Austin,Career Site,Phone Screen,2024-09-28,1
1483,1018,SWE II,New York,Agency,Applied,2024-08-27,1
